		名詞	
@かぐや	難題「仏の御石の鉢　‐砕けぬ意志‐」	名詞	永：輝夜 6B面EN--
@かぐや	神宝「ブディストダイアモンド」	名詞	永：輝夜 6B面--HL
@かぐや	難題「火鼠の皮衣　‐焦れぬ心‐」	名詞	永：輝夜 6B面EN--
@かぐや	神宝「サラマンダーシールド」	名詞	永：輝夜 6B面--HL
@かぐや	難題「燕の子安貝　‐永命線‐」	名詞	永：輝夜 6B面EN--
@かぐや	神宝「ライフスプリングインフィニティ」	名詞	永：輝夜 6B面--HL
@かぐや	難題「蓬莱の弾の枝　‐虹色の弾幕‐」	名詞	永：輝夜 6B面EN--
@かぐや	神宝「蓬莱の玉の枝　‐夢色の郷‐」	名詞	永：輝夜 6B面--HL
@かぐや	「永夜返し　‐初月‐」	名詞	永：輝夜 6B面E---
@かぐや	「永夜返し　‐三日月‐」	名詞	永：輝夜 6B面-N--
@かぐや	「永夜返し　‐上つ弓張‐」	名詞	永：輝夜 6B面--H-
@かぐや	「永夜返し　‐待宵‐」	名詞	永：輝夜 6B面---L
@かぐや	「永夜返し　‐子の刻‐」	名詞	永：輝夜 6B面E---
@かぐや	「永夜返し　‐子の二つ‐」	名詞	永：輝夜 6B面-N--
@かぐや	「永夜返し　‐子の三つ‐」	名詞	永：輝夜 6B面--H-
@かぐや	「永夜返し　‐子の四つ‐」	名詞	永：輝夜 6B面---L
@かぐや	「永夜返し　‐丑の刻‐」	名詞	永：輝夜 6B面E---
@かぐや	「永夜返し　‐丑の二つ‐」	名詞	永：輝夜 6B面-N--
@かぐや	「永夜返し　‐丑三つ時‐」	名詞	永：輝夜 6B面--H-
@かぐや	「永夜返し　‐丑の四つ‐」	名詞	永：輝夜 6B面---L
@かぐや	「永夜返し　‐寅の刻‐」	名詞	永：輝夜 6B面E---
@かぐや	「永夜返し　‐寅の二つ‐」	名詞	永：輝夜 6B面-N--
@かぐや	「永夜返し　‐寅の三つ‐」	名詞	永：輝夜 6B面--H-
@かぐや	「永夜返し　‐寅の四つ‐」	名詞	永：輝夜 6B面---L
@かぐや	「永夜返し　‐朝靄‐」	名詞	永：輝夜 6B面E---
@かぐや	「永夜返し　‐夜明け‐」	名詞	永：輝夜 6B面-N--
@かぐや	「永夜返し　‐明けの明星‐」	名詞	永：輝夜 6B面--H-
@かぐや	「永夜返し　‐世明け‐」	名詞	永：輝夜 6B面---L
@かぐや	「蓬莱の樹海」	名詞	永：輝夜 LastWord
@かぐや	新難題「月のイルメナイト」	名詞	文：9-2 輝夜
@かぐや	新難題「エイジャの赤石」	名詞	文：9-4 輝夜
@かぐや	新難題「金閣寺の一枚天井」	名詞	文：9-6 輝夜
@かぐや	新難題「ミステリウム」	名詞	文：9-8 輝夜
@かげろう	竹林のルーガルー	名詞	輝：影狼の二つ名
@かげろう	満月の夜に狼に変身する程度の能力	名詞	輝：影狼の能力
@かげろう	牙符「月下の犬歯」	名詞	輝：影狼 3面道中 --HL
@かげろう	変身「トライアングルファング」	名詞	輝：影狼 3面 EN--
@かげろう	変身「スターファング」	名詞	輝：影狼 3面 --HL
@かげろう	咆哮「満月の遠吠え」	名詞	輝：影狼 3面 --HL
@かげろう	狼符「スターリングパウンス」	名詞	輝：影狼 3面 EN--
@かげろう	天狼「ハイスピードパウンス」	名詞	輝：影狼 3面 --HL
@かせん	片腕有角の仙人	名詞	茨：華仙の二つ名
@かなこ	山坂と湖の権化	名詞	風口：神奈子の二つ名
@かなこ	坂好きの神様	名詞	DS：神奈子の二つ名(ターゲットコードネーム)
@かなこ	独立不撓の神様	名詞	茨：神奈子の二つ名
@かなこ	乾を創造する程度の能力	名詞	風口：神奈子の能力
@かなこ	神祭「エクスパンデッド・オンバシラ」	名詞	風：神奈子 6面EN--
@かなこ	奇祭「目処梃子乱舞」	名詞	風：神奈子 6面--HL
@かなこ	筒粥「神の粥」	名詞	風：神奈子 6面EN--
@かなこ	忘穀「アンリメンバードクロップ」	名詞	風：神奈子 6面--H-
@かなこ	神穀「ディバイニングクロップ」	名詞	風：神奈子 6面---L
@かなこ	贄符「御射山御狩神事」	名詞	風：神奈子 6面EN--
@かなこ	神秘「葛井の清水」	名詞	風：神奈子 6面--H-
@かなこ	神秘「ヤマトトーラス」	名詞	風：神奈子 6面---L
@かなこ	天流「お天水の奇跡」	名詞	風：神奈子 6面EN--
@かなこ	天竜「雨の源泉」	名詞	風：神奈子 6面--HL
@かなこ	「マウンテン・オブ・フェイス」	名詞	風：神奈子 6面EN--
@かなこ	「風神様の神徳」	名詞	風：神奈子 6面--HL
@かなこ	神符「水眼の如き美しき源泉」	名詞	風：神奈子 Extra
@かなこ	神符「杉で結ぶ古き縁」	名詞	風：神奈子 Extra
@かなこ	神符「神が歩かれた御神渡り」	名詞	風：神奈子 Extra
@かなこ	蛇符「グラウンドサーペント」	名詞	DS：11-3 神奈子
@かなこ	御柱「メテオリックオンバシラ」	名詞	DS：11-5 神奈子
@かなこ	儚道「御神渡りクロス」	名詞	DS：11-7 神奈子
@きおうぎょく	稀翁玉　～ Fairy Dance	名詞	稀翁玉：タイトル画面テーマ
@きおうぎょく	天鵞絨少女戦　～ Velvet Battle	名詞	稀翁玉：VIVITのテーマ
@きおうぎょく	Castle Explorer -in the Sky-	名詞	稀翁玉：ゲイツのテーマ
@きおうぎょく	オルフェの詩　～ Pseudoclassic	名詞	稀翁玉：めい＆まいのテーマ
@きおうぎょく	新幻想　～ New Fantasy	名詞	稀翁玉：ミリアのテーマ
@きおうぎょく	オルレアンの聖騎士	名詞	稀翁玉：マリーのテーマ
@きおうぎょく	"My Maid, Sweet Maid"	名詞	稀翁玉：エーリッヒのテーマ
@きおうぎょく	桜花之恋塚　～ Flower of Japan	名詞	稀翁玉：幽香のテーマ // [Japanese Flower] 蓬莱人形：Tr.03
@きおうぎょく	乙女戦士　～ Heart of Valkyrie	名詞	稀翁玉：モーガンのテーマ
@きおうぎょく	エニグマティクドール　～ God Knows	名詞	稀翁玉：ミューズのテーマ // 蓬莱人形：Tr.06
@きしんじょう	不思議なお祓い棒	名詞	輝針城：タイトル画面テーマ
@きしんじょう	ミストレイク	名詞	輝針城：1面テーマ
@きしんじょう	秘境のマーメイド	名詞	輝針城：1面ボス・わかさぎ姫のテーマ
@きしんじょう	運河を行き交う人妖	名詞	輝針城：2面テーマ
@きしんじょう	柳の下のデュラハン	名詞	輝針城：2面ボス・赤蛮奇のテーマ
@きしんじょう	満月の竹林	名詞	輝針城：3面テーマ
@きしんじょう	孤独なウェアウルフ	名詞	輝針城：3面ボス・影狼のテーマ
@きしんじょう	マジカルストーム	名詞	輝針城：4面テーマ
@きしんじょう	幻想浄瑠璃	名詞	輝針城：4面ボス・弁々、八橋のテーマ
@きしんじょう	空中に沈む輝針城	名詞	輝針城：5面テーマ
@きしんじょう	リバースイデオロギー	名詞	輝針城：5面ボス・正邪のテーマ
@きしんじょう	針小棒大の天守閣	名詞	輝針城：6面テーマ
@きしんじょう	輝く針の小人族　～ Little Princess	名詞	輝針城：6面ボス・針妙丸のテーマ
@きしんじょう	魔力の雷雲	名詞	輝針城：Extraテーマ
@きしんじょう	始原のビート　～ Prinstine Beat	名詞	輝針城：Extraボス・雷鼓のテーマ
@きしんじょう	小槌の魔力	名詞	輝針城：エンディングテーマ
@きしんじょう	不思議な不思議な道具達	名詞	輝針城：スタッフロール
@きしんじょう	淡水真珠の涙　Water Nymph	名詞	輝針城 Stage 1 タイトル
@きしんじょう	柳の下の生首　Flying Head	名詞	輝針城 Stage 2 タイトル
@きしんじょう	十五夜の妖獣　Metamorphose	名詞	輝針城 Stage 3 タイトル
@きしんじょう	嵐の中の不協和音　Stormy Discord	名詞	輝針城 Stage 4 タイトル
@きしんじょう	何もかも逆さまな世界　Reverse Ideology	名詞	輝針城 Stage 5 タイトル
@きしんじょう	小さき者の大きな野望　Little Princess	名詞	輝針城 Stage 6 輝針城 タイトル
@きしんじょう	世界内存在に響く鼓動　Drum up resistance	名詞	輝針城 Extra Stage タイトル
@きすめ	恐るべき井戸の怪	名詞	地：キスメの二つ名
@きすめ	秋の日の人食い	名詞	DS：キスメの二つ名(ターゲットコードネーム)
@きすめ	鬼火を落とす程度の能力	名詞	地：キスメの能力
@きすめ	怪奇「釣瓶落としの怪」	名詞	地：キスメ 1面--HL
@きすめ	釣瓶「飛んで井の中」	名詞	DS：3-3 キスメ
@きすめ	釣瓶「ウェルディストラクター」	名詞	DS：3-6 キスメ
@きょうこ	読経するヤマビコ	名詞	神口：響子の二つ名
@きょうこ	平凡陳腐な山彦	名詞	茨：響子の二つ名
@きょうこ	音を反射させる程度の能力	名詞	神口：響子の能力
@きょうこ	響符「マウンテンエコー」	名詞	神：響子 2面EN--
@きょうこ	響符「マウンテンエコースクランブル」	名詞	神：響子 2面--HL
@きょうこ	響符「パワーレゾナンス」	名詞	神：響子 2面ENHL
@きょうこ	山彦「ロングレンジエコー」	名詞	神：響子 2面EN--
@きょうこ	山彦「アンプリファイエコー」	名詞	神：響子 2面--HL
@きょうこ	山彦「ヤマビコの本領発揮エコー」	名詞	神：響子 OverDrive
@きょうこ	大声「チャージドクライ」	名詞	神：響子 2面EN--
@きょうこ	大声「チャージドヤッホー」	名詞	神：響子 2面--HL
@ぐもんしき	ジャパニーズサーガ	名詞	求聞史紀：Tr.01
@ぐもんしき	阿礼の子供	名詞	求聞史紀：Tr.02
@ぐもんしき	夜の鳩山を飛ぶ　-Power MIX	名詞	求聞史紀：Tr.03 // Project Gian(秋霜玉プロトタイプ・98年度鳩山祭バージョン)BGM
@ぐりまり	魔法使いの憂鬱	名詞	GoM：Tr.01
@ぐりまり	スプートニク幻夜	名詞	秋霜玉：4面テーマ / GoM：Tr.02
@けいね	歴史喰い	名詞	永：慧音の二つ名
@けいね	堅苦しい歴史家	名詞	文：慧音の二つ名(ターゲットコードネーム)
@けいね	歴史喰いの半獣	名詞	求：慧音の二つ名
@けいね	歴史を食べる(隠す)程度の能力	名詞	永求：慧音の能力
@けいね	歴史を創る程度の能力	名詞	永求：慧音(ハクタク時)の能力
@けいね	産霊「ファーストピラミッド」	名詞	永：慧音 3面ENHL
@けいね	始符「エフェメラリティ137」	名詞	永：慧音 3面-NHL
@けいね	野符「武烈クライシス」	名詞	永：慧音 3面E---
@けいね	野符「将門クライシス」	名詞	永：慧音 3面-N--
@けいね	野符「義満クライシス」	名詞	永：慧音 3面--H-
@けいね	野符「GHQクライシス」	名詞	永：慧音 3面---L
@けいね	国符「三種の神器　剣」	名詞	永：慧音 3面E---
@けいね	国符「三種の神器　玉」	名詞	永：慧音 3面-N--
@けいね	国符「三種の神器　鏡」	名詞	永：慧音 3面--H-
@けいね	国体「三種の神器　郷」	名詞	永：慧音 3面---L
@けいね	終符「幻想天皇」	名詞	永：慧音 3面EN--
@けいね	虚史「幻想郷伝説」	名詞	永：慧音 3面--HL
@けいね	未来「高天原」	名詞	永：慧音 3面-NHL
@けいね	旧史「旧秘境史　‐オールドヒストリー‐」	名詞	永：慧音 Extra
@けいね	転世「一条戻り橋」	名詞	永：慧音 Extra
@けいね	新史「新幻想史　‐ネクストヒストリー‐」	名詞	永：慧音 Extra
@けいね	「日出づる国の天子」	名詞	永：慧音 LastWord
@けいね	「無何有浄化」	名詞	永：慧音 LastWord
@けいね	光符「アマテラス」	名詞	文：3-2 慧音
@けいね	包符「昭和の雨」	名詞	文：3-4 慧音
@けいね	葵符「水戸の光圀」	名詞	文：3-6 慧音
@けいね	倭符「邪馬台の国」	名詞	文：3-8 慧音
@げんそうきょう	幻想郷　～ Lotus Land Story...	名詞	幻想郷：タイトル画面テーマ / 幺樂団1：Tr.01
@げんそうきょう	Witching Dream	名詞	幻想郷：靈夢1面テーマ / 幺樂団1：Tr.02
@げんそうきょう	Selene's light	名詞	幻想郷：魔理沙1面テーマ / 幺樂団1：Tr.03
@げんそうきょう	装飾戦　～ Decoration Battle	名詞	幻想郷：1面ボス・オレンジのテーマ / 幺樂団1：Tr.04
@げんそうきょう	Break the Sabbath	名詞	幻想郷：2面テーマ / 幺樂団1：Tr.05
@げんそうきょう	紅響曲　～ Scarlet Phoneme	名詞	幻想郷：2面ボス・くるみのテーマ / 幺樂団1：Tr.06
@げんそうきょう	Bad Apple!!	名詞	幻想郷：3面テーマ / 幺樂団1：Tr.07
@げんそうきょう	霊戦　～ Perdition crisis	名詞	幻想郷：3面ボス・エリーのテーマ / 幺樂団1：Tr.08
@げんそうきょう	アリスマエステラ	名詞	幻想郷：4面テーマ / 幺樂団1：Tr.09
@げんそうきょう	少女綺想曲　～ Capriccio	名詞	幻想郷：4面ボス・靈夢テーマ / 幺樂団1：Tr.10 / 萃：霊夢(夜)テーマ // [Dream Battle] 永：4面ボス・霊夢テーマ
@げんそうきょう	星の器　～ Casket of Star	名詞	幻想郷：4面ボス・魔理沙のテーマ / 幺樂団1：Tr.11 / 緋想天：魔理沙のテーマ
@げんそうきょう	Lotus Love	名詞	幻想郷：5面テーマ / 幺樂団1：Tr.12
@げんそうきょう	眠れる恐怖　～ Sleeping Terror	名詞	幻想郷：5面ボス・幽香のテーマ / 幺樂団1：Tr.13
@げんそうきょう	Dream Land	名詞	幻想郷：6面テーマ / 幺樂団1：Tr.14
@げんそうきょう	幽夢　～ Inanimate Dream	名詞	幻想郷：6面ボス・幽香のテーマ / 幺樂団1：Tr.15
@げんそうきょう	禁じざるをえない遊戯	名詞	幻想郷：Extraテーマ / 幺樂団1：Tr.16
@げんそうきょう	メイド幻想　～ Icemilk Magic	名詞	幻想郷：Extraボス・夢月のテーマ / 幺樂団1：Tr.17
@げんそうきょう	かわいい悪魔　～ Innocence	名詞	幻想郷：Extraボス・幻月のテーマ / 幺樂団1：Tr.18
